NumMutant,MutatorType,MutantSourceFile,MutantSourceRow,MutantSourceCol,MutantSource,MutantDestinationFile,MutantDestinationRow,MutantDestinationCol,MutantDestination,Result,file,mutation_score
44.0,RC-and->false,program3/shuffled-27,137.0,34.0,(and (equal? / func) (zero? (NumV-value r))),program3/shuffled-27,,,(and #f (zero? (NumV-value r))),failed,program3/shuffled-27.rkt,0.723404
45.0,RC-and->false,program3/shuffled-27,137.0,34.0,(and (equal? / func) (zero? (NumV-value r))),program3/shuffled-27,,,(and (equal? / func) #f),failed,program3/shuffled-27.rkt,0.723404
46.0,RC-and->true,program3/shuffled-27,137.0,34.0,(and (equal? / func) (zero? (NumV-value r))),program3/shuffled-27,,,(and #t (zero? (NumV-value r))),passed,program3/shuffled-27.rkt,0.723404
47.0,RC-and->true,program3/shuffled-27,137.0,34.0,(and (equal? / func) (zero? (NumV-value r))),program3/shuffled-27,,,(and (equal? / func) #t),failed,program3/shuffled-27.rkt,0.723404
48.0,RC-cond->false,program3/shuffled-27,144.0,2.0,"(cond ((and (NumV? l) (NumV? r)) (BoolV (func (NumV-value l) (NumV-value r)))) (else (error \""ZNQR: Compare - one argument was not a number\"")))",program3/shuffled-27,,,"(cond (#f (BoolV (func (NumV-value l) (NumV-value r)))) (else (error \""ZNQR: Compare - one argument was not a number\"")))",failed,program3/shuffled-27.rkt,0.723404
49.0,RC-cond->false,program3/shuffled-27,144.0,2.0,"(cond ((and (NumV? l) (NumV? r)) (BoolV (func (NumV-value l) (NumV-value r)))) (else (error \""ZNQR: Compare - one argument was not a number\"")))",program3/shuffled-27,,,"(cond ((and (NumV? l) (NumV? r)) (BoolV (func (NumV-value l) (NumV-value r)))) (#f (error \""ZNQR: Compare - one argument was not a number\"")))",failed,program3/shuffled-27.rkt,0.723404
50.0,RC-cond->true,program3/shuffled-27,144.0,2.0,"(cond ((and (NumV? l) (NumV? r)) (BoolV (func (NumV-value l) (NumV-value r)))) (else (error \""ZNQR: Compare - one argument was not a number\"")))",program3/shuffled-27,,,"(cond (#t (BoolV (func (NumV-value l) (NumV-value r)))) (else (error \""ZNQR: Compare - one argument was not a number\"")))",failed,program3/shuffled-27.rkt,0.723404
51.0,RC-cond->true,program3/shuffled-27,144.0,2.0,"(cond ((and (NumV? l) (NumV? r)) (BoolV (func (NumV-value l) (NumV-value r)))) (else (error \""ZNQR: Compare - one argument was not a number\"")))",program3/shuffled-27,,,"(cond ((and (NumV? l) (NumV? r)) (BoolV (func (NumV-value l) (NumV-value r)))) (#t (error \""ZNQR: Compare - one argument was not a number\"")))",passed,program3/shuffled-27.rkt,0.723404
52.0,RC-and->false,program3/shuffled-27,145.0,5.0,(and (NumV? l) (NumV? r)),program3/shuffled-27,,,(and #f (NumV? r)),failed,program3/shuffled-27.rkt,0.723404
53.0,RC-and->false,program3/shuffled-27,145.0,5.0,(and (NumV? l) (NumV? r)),program3/shuffled-27,,,(and (NumV? l) #f),failed,program3/shuffled-27.rkt,0.723404
54.0,RC-and->true,program3/shuffled-27,145.0,5.0,(and (NumV? l) (NumV? r)),program3/shuffled-27,,,(and #t (NumV? r)),failed,program3/shuffled-27.rkt,0.723404
55.0,RC-and->true,program3/shuffled-27,145.0,5.0,(and (NumV? l) (NumV? r)),program3/shuffled-27,,,(and (NumV? l) #t),failed,program3/shuffled-27.rkt,0.723404
56.0,RC-cond->false,program3/shuffled-27,151.0,2.0,(cond ((or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)) (BoolV #f)) (else (BoolV (equal? l r)))),program3/shuffled-27,,,(cond (#f (BoolV #f)) (else (BoolV (equal? l r)))),passed,program3/shuffled-27.rkt,0.723404
57.0,RC-cond->false,program3/shuffled-27,151.0,2.0,(cond ((or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)) (BoolV #f)) (else (BoolV (equal? l r)))),program3/shuffled-27,,,(cond ((or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)) (BoolV #f)) (#f (BoolV (equal? l r)))),failed,program3/shuffled-27.rkt,0.723404
58.0,RC-cond->true,program3/shuffled-27,151.0,2.0,(cond ((or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)) (BoolV #f)) (else (BoolV (equal? l r)))),program3/shuffled-27,,,(cond (#t (BoolV #f)) (else (BoolV (equal? l r)))),passed,program3/shuffled-27.rkt,0.723404
59.0,RC-cond->true,program3/shuffled-27,151.0,2.0,(cond ((or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)) (BoolV #f)) (else (BoolV (equal? l r)))),program3/shuffled-27,,,(cond ((or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)) (BoolV #f)) (#t (BoolV (equal? l r)))),passed,program3/shuffled-27.rkt,0.723404
60.0,RC-or->false,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or #f (PrimV? r) (ClosV? l) (ClosV? r)),passed,program3/shuffled-27.rkt,0.723404
61.0,RC-or->false,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or (PrimV? l) #f (ClosV? l) (ClosV? r)),passed,program3/shuffled-27.rkt,0.723404
62.0,RC-or->false,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or (PrimV? l) (PrimV? r) #f (ClosV? r)),passed,program3/shuffled-27.rkt,0.723404
63.0,RC-or->false,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or (PrimV? l) (PrimV? r) (ClosV? l) #f),passed,program3/shuffled-27.rkt,0.723404
64.0,RC-or->true,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or #t (PrimV? r) (ClosV? l) (ClosV? r)),passed,program3/shuffled-27.rkt,0.723404
65.0,RC-or->true,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or (PrimV? l) #t (ClosV? l) (ClosV? r)),passed,program3/shuffled-27.rkt,0.723404
66.0,RC-or->true,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or (PrimV? l) (PrimV? r) #t (ClosV? r)),passed,program3/shuffled-27.rkt,0.723404
67.0,RC-or->true,program3/shuffled-27,152.0,5.0,(or (PrimV? l) (PrimV? r) (ClosV? l) (ClosV? r)),program3/shuffled-27,,,(or (PrimV? l) (PrimV? r) (ClosV? l) #t),passed,program3/shuffled-27.rkt,0.723404
68.0,RC-cond->false,program3/shuffled-27,158.0,2.0,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),program3/shuffled-27,,,(cond (#f #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),failed,program3/shuffled-27.rkt,0.723404
69.0,RC-cond->false,program3/shuffled-27,158.0,2.0,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),program3/shuffled-27,,,(cond ((empty? list) #t) (#f (appears-once (rest list))) (else #f)),failed,program3/shuffled-27.rkt,0.723404
70.0,RC-cond->false,program3/shuffled-27,158.0,2.0,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),program3/shuffled-27,,,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (#f #f)),failed,program3/shuffled-27.rkt,0.723404
71.0,RC-cond->true,program3/shuffled-27,158.0,2.0,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),program3/shuffled-27,,,(cond (#t #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),failed,program3/shuffled-27.rkt,0.723404
72.0,RC-cond->true,program3/shuffled-27,158.0,2.0,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),program3/shuffled-27,,,(cond ((empty? list) #t) (#t (appears-once (rest list))) (else #f)),failed,program3/shuffled-27.rkt,0.723404
73.0,RC-cond->true,program3/shuffled-27,158.0,2.0,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (else #f)),program3/shuffled-27,,,(cond ((empty? list) #t) ((equal? 0 (check-additional-amount (rest list) (first list) 0)) (appears-once (rest list))) (#t #f)),passed,program3/shuffled-27.rkt,0.723404
74.0,RC-cond->false,program3/shuffled-27,166.0,2.0,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),program3/shuffled-27,,,(cond (#f count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),failed,program3/shuffled-27.rkt,0.723404
75.0,RC-cond->false,program3/shuffled-27,166.0,2.0,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),program3/shuffled-27,,,(cond ((empty? list) count) (#f (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),failed,program3/shuffled-27.rkt,0.723404
76.0,RC-cond->false,program3/shuffled-27,166.0,2.0,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),program3/shuffled-27,,,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (#f (check-additional-amount (rest list) key count))),failed,program3/shuffled-27.rkt,0.723404
77.0,RC-cond->true,program3/shuffled-27,166.0,2.0,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),program3/shuffled-27,,,(cond (#t count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),failed,program3/shuffled-27.rkt,0.723404
78.0,RC-cond->true,program3/shuffled-27,166.0,2.0,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),program3/shuffled-27,,,(cond ((empty? list) count) (#t (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),failed,program3/shuffled-27.rkt,0.723404
79.0,RC-cond->true,program3/shuffled-27,166.0,2.0,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (else (check-additional-amount (rest list) key count))),program3/shuffled-27,,,(cond ((empty? list) count) ((equal? (first list) key) (check-additional-amount (rest list) key (+ 1 count))) (#t (check-additional-amount (rest list) key count))),passed,program3/shuffled-27.rkt,0.723404
80.0,aod-add,program3/shuffled-27,168.0,72.0,(+ 1 count),mutation-tester,53.0,10.0,(begin . 1),failed,program3/shuffled-27.rkt,0.723404
81.0,aod-add,program3/shuffled-27,168.0,72.0,(+ 1 count),mutation-tester,53.0,10.0,(begin . count),failed,program3/shuffled-27.rkt,0.723404
82.0,RC-cond->false,program3/shuffled-27,174.0,2.0,(cond ((not (member a (quote (+ / - * if)))) #f) (else #t)),program3/shuffled-27,,,(cond (#f #f) (else #t)),failed,program3/shuffled-27.rkt,0.723404
83.0,RC-cond->false,program3/shuffled-27,174.0,2.0,(cond ((not (member a (quote (+ / - * if)))) #f) (else #t)),program3/shuffled-27,,,(cond ((not (member a (quote (+ / - * if)))) #f) (#f #t)),failed,program3/shuffled-27.rkt,0.723404
84.0,RC-cond->true,program3/shuffled-27,174.0,2.0,(cond ((not (member a (quote (+ / - * if)))) #f) (else #t)),program3/shuffled-27,,,(cond (#t #f) (else #t)),failed,program3/shuffled-27.rkt,0.723404
85.0,RC-cond->true,program3/shuffled-27,174.0,2.0,(cond ((not (member a (quote (+ / - * if)))) #f) (else #t)),program3/shuffled-27,,,(cond ((not (member a (quote (+ / - * if)))) #f) (#t #t)),passed,program3/shuffled-27.rkt,0.723404
86.0,aod-add,program3/shuffled-27,175.0,21.0,(+ / - * if),mutation-tester,53.0,10.0,(begin . /),failed,program3/shuffled-27.rkt,0.723404
87.0,aod-add,program3/shuffled-27,175.0,21.0,(+ / - * if),mutation-tester,53.0,10.0,(begin . -),failed,program3/shuffled-27.rkt,0.723404
88.0,aod-add,program3/shuffled-27,175.0,21.0,(+ / - * if),mutation-tester,53.0,10.0,(begin . *),failed,program3/shuffled-27.rkt,0.723404
89.0,aod-add,program3/shuffled-27,175.0,21.0,(+ / - * if),mutation-tester,53.0,10.0,(begin . if),failed,program3/shuffled-27.rkt,0.723404
90.0,RC-cond->false,program3/shuffled-27,181.0,2.0,(cond ((not (member a (quote (var if -> =)))) #t) (else #f)),program3/shuffled-27,,,(cond (#f #t) (else #f)),failed,program3/shuffled-27.rkt,0.723404
91.0,RC-cond->false,program3/shuffled-27,181.0,2.0,(cond ((not (member a (quote (var if -> =)))) #t) (else #f)),program3/shuffled-27,,,(cond ((not (member a (quote (var if -> =)))) #t) (#f #f)),failed,program3/shuffled-27.rkt,0.723404
92.0,RC-cond->true,program3/shuffled-27,181.0,2.0,(cond ((not (member a (quote (var if -> =)))) #t) (else #f)),program3/shuffled-27,,,(cond (#t #t) (else #f)),failed,program3/shuffled-27.rkt,0.723404
93.0,RC-cond->true,program3/shuffled-27,181.0,2.0,(cond ((not (member a (quote (var if -> =)))) #t) (else #f)),program3/shuffled-27,,,(cond ((not (member a (quote (var if -> =)))) #t) (#t #f)),passed,program3/shuffled-27.rkt,0.723404
0.0,aod-add,program3/shuffled-07,46.0,39.0,(+ 9 14),mutation-tester,53.0,10.0,(begin . 9),failed,program3/shuffled-07.rkt,0.871795
1.0,aod-add,program3/shuffled-07,46.0,39.0,(+ 9 14),mutation-tester,53.0,10.0,(begin . 14),failed,program3/shuffled-07.rkt,0.871795
2.0,aod-add,program3/shuffled-07,48.0,34.0,(+ z y),mutation-tester,53.0,10.0,(begin . z),failed,program3/shuffled-07.rkt,0.871795
3.0,aod-add,program3/shuffled-07,48.0,34.0,(+ z y),mutation-tester,53.0,10.0,(begin . y),failed,program3/shuffled-07.rkt,0.871795
4.0,aod-add,program3/shuffled-07,49.0,37.0,(+ z y),mutation-tester,53.0,10.0,(begin . z),failed,program3/shuffled-07.rkt,0.871795
5.0,aod-add,program3/shuffled-07,49.0,37.0,(+ z y),mutation-tester,53.0,10.0,(begin . y),failed,program3/shuffled-07.rkt,0.871795
6.0,aod-add,program3/shuffled-07,50.0,27.0,(+ 9 14),mutation-tester,53.0,10.0,(begin . 9),failed,program3/shuffled-07.rkt,0.871795
7.0,aod-add,program3/shuffled-07,50.0,27.0,(+ 9 14),mutation-tester,53.0,10.0,(begin . 14),failed,program3/shuffled-07.rkt,0.871795
8.0,aod-add,program3/shuffled-07,52.0,46.0,(+ x 1),mutation-tester,53.0,10.0,(begin . x),failed,program3/shuffled-07.rkt,0.871795
9.0,aod-add,program3/shuffled-07,52.0,46.0,(+ x 1),mutation-tester,53.0,10.0,(begin . 1),failed,program3/shuffled-07.rkt,0.871795
10.0,aod-add,program3/shuffled-07,53.0,46.0,(+ y 3),mutation-tester,53.0,10.0,(begin . y),failed,program3/shuffled-07.rkt,0.871795
11.0,aod-add,program3/shuffled-07,53.0,46.0,(+ y 3),mutation-tester,53.0,10.0,(begin . 3),failed,program3/shuffled-07.rkt,0.871795
12.0,aod-add,program3/shuffled-07,54.0,33.0,(+ (f 2) (g 4)),mutation-tester,53.0,10.0,(begin f 2),failed,program3/shuffled-07.rkt,0.871795
13.0,aod-add,program3/shuffled-07,54.0,33.0,(+ (f 2) (g 4)),mutation-tester,53.0,10.0,(begin g 4),failed,program3/shuffled-07.rkt,0.871795
14.0,aod-add,program3/shuffled-07,55.0,36.0,(+ (f 2) (g 4)),mutation-tester,53.0,10.0,(begin f 2),failed,program3/shuffled-07.rkt,0.871795
15.0,aod-add,program3/shuffled-07,55.0,36.0,(+ (f 2) (g 4)),mutation-tester,53.0,10.0,(begin g 4),failed,program3/shuffled-07.rkt,0.871795
16.0,aod-add,program3/shuffled-07,56.0,40.0,(+ x 1),mutation-tester,53.0,10.0,(begin . x),failed,program3/shuffled-07.rkt,0.871795
17.0,aod-add,program3/shuffled-07,56.0,40.0,(+ x 1),mutation-tester,53.0,10.0,(begin . 1),failed,program3/shuffled-07.rkt,0.871795
18.0,aod-add,program3/shuffled-07,57.0,40.0,(+ y 3),mutation-tester,53.0,10.0,(begin . y),failed,program3/shuffled-07.rkt,0.871795
19.0,aod-add,program3/shuffled-07,57.0,40.0,(+ y 3),mutation-tester,53.0,10.0,(begin . 3),failed,program3/shuffled-07.rkt,0.871795
20.0,aod-minus,program3/shuffled-07,116.0,32.0,(- (length args) 1),mutation-tester,57.0,10.0,(begin length args),failed,program3/shuffled-07.rkt,0.871795
21.0,aod-minus,program3/shuffled-07,116.0,32.0,(- (length args) 1),mutation-tester,57.0,10.0,(begin . 1),failed,program3/shuffled-07.rkt,0.871795
22.0,aod-minus,program3/shuffled-07,119.0,42.0,(- (length args) 1),mutation-tester,57.0,10.0,(begin length args),failed,program3/shuffled-07.rkt,0.871795
23.0,aod-minus,program3/shuffled-07,119.0,42.0,(- (length args) 1),mutation-tester,57.0,10.0,(begin . 1),failed,program3/shuffled-07.rkt,0.871795
24.0,RC-if->false,program3/shuffled-07,141.0,5.0,"(if (and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))) (lamC params (parse body)) (error (quote ZNQR) \""Function variables must be unique unprotected symbols: ~e\"" params))",mutation-tester,90.0,10.0,"(if #f (lamC params (parse body)) (error (quote ZNQR) \""Function variables must be unique unprotected symbols: ~e\"" params))",failed,program3/shuffled-07.rkt,0.871795
25.0,RC-if->true,program3/shuffled-07,141.0,5.0,"(if (and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))) (lamC params (parse body)) (error (quote ZNQR) \""Function variables must be unique unprotected symbols: ~e\"" params))",mutation-tester,93.0,10.0,"(if #t (lamC params (parse body)) (error (quote ZNQR) \""Function variables must be unique unprotected symbols: ~e\"" params))",failed,program3/shuffled-07.rkt,0.871795
26.0,RC-and->false,program3/shuffled-07,141.0,9.0,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),program3/shuffled-07,,,(and #f (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),failed,program3/shuffled-07.rkt,0.871795
27.0,RC-and->false,program3/shuffled-07,141.0,9.0,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),program3/shuffled-07,,,(and (andmap symbol? params) #f (not (check-duplicates params))),failed,program3/shuffled-07.rkt,0.871795
28.0,RC-and->false,program3/shuffled-07,141.0,9.0,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),program3/shuffled-07,,,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) #f),failed,program3/shuffled-07.rkt,0.871795
29.0,RC-and->true,program3/shuffled-07,141.0,9.0,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),program3/shuffled-07,,,(and #t (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),failed,program3/shuffled-07.rkt,0.871795
30.0,RC-and->true,program3/shuffled-07,141.0,9.0,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),program3/shuffled-07,,,(and (andmap symbol? params) #t (not (check-duplicates params))),passed,program3/shuffled-07.rkt,0.871795
31.0,RC-and->true,program3/shuffled-07,141.0,9.0,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) (not (check-duplicates params))),program3/shuffled-07,,,(and (andmap symbol? params) (not (ormap (lambda (param) (set-member? PROTECTED_SYMS param)) params)) #t),passed,program3/shuffled-07.rkt,0.871795
32.0,RC-if->false,program3/shuffled-07,150.0,5.0,(if (> (length args) 0) (appC (idC sym) (map parse args)) (appC (idC sym) (quote ()))),mutation-tester,90.0,10.0,(if #f (appC (idC sym) (map parse args)) (appC (idC sym) (quote ()))),failed,program3/shuffled-07.rkt,0.871795
33.0,RC-if->true,program3/shuffled-07,150.0,5.0,(if (> (length args) 0) (appC (idC sym) (map parse args)) (appC (idC sym) (quote ()))),mutation-tester,93.0,10.0,(if #t (appC (idC sym) (map parse args)) (appC (idC sym) (quote ()))),passed,program3/shuffled-07.rkt,0.871795
34.0,aod-add,program3/shuffled-07,193.0,45.0,(+ (numV-n l) (numV-n r)),mutation-tester,53.0,10.0,(begin numV-n l),failed,program3/shuffled-07.rkt,0.871795
35.0,aod-add,program3/shuffled-07,193.0,45.0,(+ (numV-n l) (numV-n r)),mutation-tester,53.0,10.0,(begin numV-n r),failed,program3/shuffled-07.rkt,0.871795
36.0,aod-minus,program3/shuffled-07,194.0,45.0,(- (numV-n l) (numV-n r)),mutation-tester,57.0,10.0,(begin numV-n l),failed,program3/shuffled-07.rkt,0.871795
37.0,aod-minus,program3/shuffled-07,194.0,45.0,(- (numV-n l) (numV-n r)),mutation-tester,57.0,10.0,(begin numV-n r),failed,program3/shuffled-07.rkt,0.871795
38.0,aod-mul,program3/shuffled-07,195.0,45.0,(* (numV-n l) (numV-n r)),mutation-tester,61.0,10.0,(begin numV-n l),failed,program3/shuffled-07.rkt,0.871795
39.0,aod-mul,program3/shuffled-07,195.0,45.0,(* (numV-n l) (numV-n r)),mutation-tester,61.0,10.0,(begin numV-n r),failed,program3/shuffled-07.rkt,0.871795
40.0,aod-div,program3/shuffled-07,196.0,88.0,(/ (numV-n l) (numV-n r)),mutation-tester,65.0,10.0,(begin numV-n l),failed,program3/shuffled-07.rkt,0.871795
41.0,aod-div,program3/shuffled-07,196.0,88.0,(/ (numV-n l) (numV-n r)),mutation-tester,65.0,10.0,(begin numV-n r),failed,program3/shuffled-07.rkt,0.871795
42.0,RC-and->false,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and #f (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),failed,program3/shuffled-07.rkt,0.871795
43.0,RC-and->false,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) #f (not (cloV? l)) (not (cloV? r)) (equal? l r)),failed,program3/shuffled-07.rkt,0.871795
44.0,RC-and->false,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) (not (primV? r)) #f (not (cloV? r)) (equal? l r)),failed,program3/shuffled-07.rkt,0.871795
45.0,RC-and->false,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) #f (equal? l r)),failed,program3/shuffled-07.rkt,0.871795
46.0,RC-and->false,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) #f),failed,program3/shuffled-07.rkt,0.871795
47.0,RC-and->true,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and #t (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),passed,program3/shuffled-07.rkt,0.871795
48.0,RC-and->true,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) #t (not (cloV? l)) (not (cloV? r)) (equal? l r)),passed,program3/shuffled-07.rkt,0.871795
49.0,RC-and->true,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) (not (primV? r)) #t (not (cloV? r)) (equal? l r)),passed,program3/shuffled-07.rkt,0.871795
50.0,RC-and->true,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) #t (equal? l r)),passed,program3/shuffled-07.rkt,0.871795
51.0,RC-and->true,program3/shuffled-07,200.0,6.0,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) (equal? l r)),program3/shuffled-07,,,(and (not (primV? l)) (not (primV? r)) (not (cloV? l)) (not (cloV? r)) #t),failed,program3/shuffled-07.rkt,0.871795
52.0,RC-cond->false,program3/shuffled-07,232.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (else (lookup for (rest env))))",program3/shuffled-07,,,"(cond (#f (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (else (lookup for (rest env))))",failed,program3/shuffled-07.rkt,0.871795
53.0,RC-cond->false,program3/shuffled-07,232.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (else (lookup for (rest env))))",program3/shuffled-07,,,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) (#f (bind-val (first env))) (else (lookup for (rest env))))",failed,program3/shuffled-07.rkt,0.871795
54.0,RC-cond->false,program3/shuffled-07,232.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (else (lookup for (rest env))))",program3/shuffled-07,,,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (#f (lookup for (rest env))))",failed,program3/shuffled-07.rkt,0.871795
55.0,RC-cond->true,program3/shuffled-07,232.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (else (lookup for (rest env))))",program3/shuffled-07,,,"(cond (#t (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (else (lookup for (rest env))))",failed,program3/shuffled-07.rkt,0.871795
56.0,RC-cond->true,program3/shuffled-07,232.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) ((symbol=? for (bind-name (first env))) (bind-val (first env))) (else (lookup for (rest env))))",program3/shuffled-07,,,"(cond ((empty? env) (error (quote ZNQR) \""Failed to lookup: ~e\"" for)) (#t (bind-val (first env))) (else (lookup for (rest env))))",failed,program3/shuffled-07.rkt,0.871795
